RESPNO,URBRUR,ZONE,REGION,EA_SVC_A,EA_SVC_B,EA_SVC_C,EA_SVC_D,EA_FAC_A,EA_FAC_B,EA_FAC_C,EA_FAC_D,EA_FAC_E,EA_FAC_F,EA_FAC_G,EA_SEC_A,EA_SEC_B,EA_SEC_C,EA_SEC_D,EA_SEC_E,EA_ROAD_A,EA_ROAD_B,NOCALL_1,NOCALL_1OTHER,NOCALL_2,NOCALL_2OTHER,NOCALL_3,NOCALL_4,NOCALL_5,NOCALL_6,NOCALL_7,PREVINT,THISINT,ADULT_CT,CALLS,DATEINTR,STRTIME,Q1,Q2,Q2OTHER,Q3,Q4A,Q4B,Q5,Q6,Q7,Q8A,Q8B,Q8C,Q8D,Q8E,Q8F,Q9,Q10A,Q10B,Q11A,Q11B,Q12A,Q12B,Q12C,Q12D,Q12E,Q13,Q14,Q15A,Q15B,Q15C,Q16,Q17,Q18,Q19A,Q19B,Q20A,Q20B,Q21,Q22,Q23A,Q23B,Q23C,Q23D,Q24A,Q24B,Q24C,Q24D,Q24E,Q24F,Q25A,Q25B,Q26A,Q26B,Q26C,Q26D,Q26E,Q26F,Q27A,Q27B,Q27C,Q27D,Q27E,Q28A,Q28B,Q28C,Q29A,Q29B,Q29C,Q29D,Q29E,Q29F,Q29G,Q30,Q31,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40,Q41,Q42A,Q42B,Q42C,Q43,Q44,Q45A,Q45B,Q45C,Q45D,Q45E,Q46,Q47A,Q47B,Q48A,Q48B,Q48C,Q48D,Q48E,Q48F,Q49,Q50,Q51A,Q51B,Q51C,Q51D,Q52A,Q52B,Q52C,Q52D,Q52E,Q52F,Q52G,Q52H,Q52I,Q52J,Q52K,Q52L,Q52M_NIG,Q53A,Q53B,Q53C,Q53D,Q53E,Q53F,Q53G,Q53H,Q53I,Q53J,Q53K_NIG,Q53L_NIG,Q53M_NIG,Q54,Q55A,Q55B,Q55C,Q55D,Q55E,Q55F,Q55G,Q55H,Q55I,Q55J,Q55K,Q55L,Q56,Q57A,Q57B,Q58,Q58OTHER,Q59A,Q59B,Q59C_NIG,Q60PT1,Q60PT1OTHER,Q60PT2,Q60PT2OTHER,Q60PT3,Q60PT3OTHER,Q61A,Q61B,Q62,Q63A,Q63B,Q63C,Q63D,Q64,Q65A,Q65B,Q65C,Q66A,Q66B,Q66C,Q66D,Q66E,Q66F,Q66G,Q66H,Q66I,Q66J,Q66K,Q66L,Q66M,Q67A,Q67B,Q68A,Q68B,Q68C,Q68D,Q68E_NIG,Q69A,Q69B,Q69C,Q69D_NIG,Q69E_NIG,Q70A,Q70B,Q71A,Q71B,Q71BOTHER,Q72,Q73A,Q73B,Q73C,Q73D,Q73E,Q74A,Q74AOTHER,Q74B,Q74BOTHER,Q75A,Q75B,Q76,Q77,Q78,Q79A,Q79B,Q80A,Q80AOTHER,Q80B,Q81A,Q81B,Q81C,Q81D,Q81E,Q82A_NIG,Q82B_NIG,Q82C_NIG,Q82D_NIG,Q82E_NIG,Q82F_NIG,Q82G_NIG,Q83A_NIG,Q83AOTHER_NIG,Q83B_NIG,Q83BOTHER_NIG,Q83C_NIG,Q83D1_NIG,Q83D1OTHER_NIG,Q83D2_NIG,Q83D2OTHER_NIG,Q84A_NIG,Q84B_NIG,Q84C_NIG,Q85A_NIG,Q85B_NIG,Q85C_NIG,Q86A_NIG,Q86B_NIG,Q86C_NIG,Q86D_NIG,Q86E_NIG,Q86F_NIG,Q86G_NIG,Q86H_NIG,Q87,Q87OTHER,Q88A,Q88B,Q89A,Q89B,Q89C,Q89D,Q89E,Q90A,Q90B,Q90BOTHER,Q91A,Q91B,Q91C,Q91D,Q92A,Q92B,Q93A,Q93B,Q94,Q95,Q96A,Q96B,Q97,Q98A,Q98AOTHER,Q98B,Q99,Q99OTHER,Q99B_NIG,Q99C_NIG,Q100,ENDTIME,LENGTH,Q101,Q102,Q102OTHER,Q103,Q103OTHER,Q104,Q105,Q106,Q107A,Q107B,Q107C,Q107D,Q107E,Q108,Q110A,Q110B,Q110C,Q110D,Q110E,Q110F,Q112,Q113,Q114,Q115,Q116,Q116OTHER,Q116A1,Q116A1_OTHER,Q117,withinwt
NIG0370,1,5,625,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1, ,6, ,9997,9997,9997,9997,9997,1,1,2,2,12/9/2014,9:35:00,38,638, ,2,3,9,3,5,3,1,0,0,1,1,7,0,1,1,0,0,4,4,4,4,4,3,2,4,4,4,1,1,3,2,1,3,2,1,4,1,0,1,9,0,0,1,1,1,2,2,1,3,2,3,1,3,3,2,2,2,0,0,1,1,1,1,GOVERNMENT  BY THE PEOPLE AND FOR THE PEOPLE, , ,2,9996,9996,3,1,4,4,4,4,1,1,1,4,3,3,5,5,5,1,1,1,2,1,1,0,2,2,3,9,9,9,2,9,0,1,1,0,0,0,0,3,1,1,2,1,2,1,0,3,2,1,3,2,1,1,2,2,3,1,1,2,1,2,2,2,2,5,7,7,7,7,3,1,7,7,3,1,7,7,0,7,7,4, ,0,0,0,1, ,4, ,16, ,3,0,1,1,1,1,3,5,1,2,1,3,2,3,1,1,3,3,4,4,1,3,4,3,2,4,4,3,3,2,3,0,2,1,0,0,2,3,5,7, ,0,7,7,7,7,7,5, ,17, ,3,3,1,4,7,2,2,1, ,1,3,5,2,3,7,1,1,1,1,1,1,1,1, ,2, ,1,12, ,8, ,4,1,2,1,2,1,3,3,2,2,3,3,1,3,637, ,-1,5,5,5,1,3,3,1,638, ,1,1,9,1,4,4,2,1,2,2,1,7,6,6, ,4,638, ,3,638,1,10:15:00,40,1,1, ,623, ,5,1,4,0,0,0,0,0,0,1,1,1,2,2,1,NIG024,32,2,1,621, ,621, ,5,1.44105386733394
NIG0371,1,5,625,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,6, ,9997, ,9997,9997,9997,9997,9997,1,1,2,1,12/9/2014,10:20:00,31,632, ,1,4,3,3,3,3,0,2,0,2,3,3,3,4,2,3,2,3,2,1,1,2,3,1,3,4,3,2,2,1,1,1,1,1,0,3,1,0,0,0,0,0,0,0,2,2,2,1,3,3,3,3,3,2,1,1,1,0,1,1,3,2,1,WORKING TOGETHER, , ,11,9996,9996,2,1,1,3,1,4,1,1,2,1,3,3,4,5,4,1,1,1,2,1,1,1,3,2,2,0,1,2,3,1,2,2,4,3,1,1,0,3,1,2,1,2,1,1,1,1,1,1,1,3,0,1,2,2,3,3,1,1,0,2,1,1,2,4,1,1,1,2,3,2,4,3,2,2,4,1,0,7,7,7, ,1,1,1,3, ,15, ,15, ,3,1,1,2,1,2,1,4,1,3,1,2,3,3,2,2,2,2,3,3,2,2,2,2,1,1,3,2,2,2,3,0,0,3,1,1,2,3,4,7, ,9,0,0,0,0,0,4, ,17, ,3,2,1,1,7,9,9,1, ,1,2,4,3,9,5,1,0,0,2,3,1,2,2, ,1, ,2,3, ,9, ,1,2,5,1,1,1,3,2,3,3,3,3,1,2,631, ,2,5,3,4,1,1,3,1,638, ,1,1,1,1,4,2,3,2,3,1,0,7,8,1, ,2,638, ,4,638,6,11:20:00,60,1,1, ,623, ,5,1,1,0,0,0,0,0,0,1,1,1,1,1,1,NIG022,28,2,2,621, ,621, ,8,1.44105386733394
NIG0372,1,5,625,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,9997, ,9997, ,9997,9997,9997,9997,9997,1,1,2,1,12/9/2014,9:05:00,38,632, ,1,2,2,3,4,2,2,2,3,3,3,3,3,2,2,1,2,3,4,1,1,3,2,1,3,4,3,1,4,1,1,1,1,2,8,3,0,0,1,0,0,0,0,0,1,1,1,1,3,3,3,3,3,1,0,3,1,1,1,1,2,2,1,GOVERNMENT  BY THE PEOPLE AND OF THE PEOPLE, , ,2,9996,9996,2,2,1,4,2,4,2,1,2,2,3,3,3,5,5,1,4,0,2,0,9,0,1,1,3,1,0,0,3,1,2,0,3,3,3,1,0,2,9,1,9,1,9,9,1,1,3,2,3,2,1,2,2,2,3,2,0,0,0,2,1,1,1,2,2,2,3,2,4,3,4,3,3,2,2,2,-1,-1,-1,2, ,0,9,9,3, ,16, ,23, ,2,1,1,9,1,1,1,4,6,1,2,9,2,2,2,1,3,4,4,4,3,2,3,1,2,2,3,4,3,1,3,0,0,1,2,2,2,3,4,5, ,0,7,7,7,7,7,4, ,13, ,2,2,4,3,1,9,9,3, ,1,2,4,3,9,4,9,0,2,2,0,9,9,3, ,1, ,2,3, ,5, ,1,1,5,1,1,1,3,3,2,1,2,1,0,2,631, ,2,5,5,5,1,1,4,1,638, ,1,1,0,1,4,2,1,1,2,1,0,7,8,1, ,2,638, ,4,638,7,10:06:00,61,1,1, ,623, ,4,1,2,0,1,0,0,0,0,1,1,1,1,1,1,NIG022,28,2,2,621, ,621, ,8,1.44105386733394
NIG0373,1,5,625,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,3, ,5, ,9997,9997,9997,9997,9997,2,2,3,1,12/9/2014,13:05:00,29,632, ,1,2,9,3,4,2,2,2,3,3,3,3,3,2,2,1,2,3,4,1,1,3,2,1,3,4,3,1,4,1,1,1,1,2,8,3,0,0,1,0,0,0,0,0,1,1,1,1,3,3,3,3,3,1,0,3,1,1,1,1,2,2,1,SOMEONE WHO RULES AS A REPRESENTATIVE RELATING TO POLITICAL PARTIES, , ,8,9996,9996,2,2,1,4,2,4,2,1,2,2,3,3,2,4,4,1,2,0,9,2,0,0,1,1,3,1,0,0,3,1,2,0,3,3,3,1,1,2,9,1,9,1,9,9,1,1,2,9,3,2,1,2,2,2,3,2,0,0,0,2,1,1,1,2,2,2,3,2,4,3,4,3,3,2,2,2,-1,-1,-1,1, ,1,9,9,3, ,16, ,22, ,3,1,1,9,1,1,1,4,5,1,2,9,2,2,2,1,2,3,4,4,4,4,3,2,2,3,3,3,3,1,3,0,0,1,4,3,2,3,4,5, ,0,7,7,7,7,7,4, ,13, ,2,2,1,3,1,2,2,3, ,1,3,4,3,9,4,9,0,2,2,9,9,0,3, ,1, ,2,3, ,8, ,5,1,5,1,1,1,3,3,3,2,1,2,1,0,631, ,2,5,5,5,1,1,4,1,631, ,1,1,0,1,4,2,1,2,3,1,0,1,3,5, ,3,638, ,3,638,8,13:50:00,45,2,1, ,623, ,4,1,2,0,1,0,0,0,0,1,1,1,1,1,1,NIG095,27,2,2,632, ,631, ,5,1.44105386733394
NIG0374,1,5,625,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,3, ,9997, ,9997,9997,9997,9997,9997,1,2,3,1,12/9/2014,10:07:00,28,621, ,1,3,1,2,3,4,1,0,9,9,1,7,1,1,2,1,2,3,4,1,1,3,2,1,2,2,2,3,2,9,1,1,1,2,5,2,1,1,1,1,0,0,0,0,0,0,7,7,2,3,3,2,3,2,1,1,1,0,0,9,9,9,1,DIRECT VOTING FOR THE GOVERNMENT,FORM OF RULE FROM THE GOVERNMENT,TO THE PEOPLE,3,8,9,3,3,2,3,3,3,2,2,5,3,1,1,1,1,1,5,1,0,9,2,0,0,1,1,1,3,3,3,3,3,3,1,3,3,3,3,1,1,2,2,1,0,0,0,0,2,2,1,0,0,2,2,1,2,3,1,1,2,1,1,1,1,1,1,7,7,2,0,3,2,2,2,7,7,7,7,0,7,7,6, ,2,9,9,13, ,14, ,23, ,3,1,1,3,1,1,1,2,5,1,2,9,2,2,2,1,3,4,4,4,3,4,2,3,2,3,3,3,3,1,9,0,0,1,4,3,2,3,1,6, ,9,7,7,7,7,7,4, ,13, ,2,2,3,3,1,2,2,3, ,1,3,4,3,9,4,0,9,2,2,0,9,9,9, ,1, ,2,3, ,8, ,5,4,5,1,1,1,3,3,3,2,1,2,1,1,621, ,9,4,5,5,1,1,4,1,626, ,1,1,0,1,4,2,1,2,3,9,99,9,8,2, ,4,626, ,4,626,6,11:00:00,53,2,1, ,1, ,5,1,1,0,0,0,0,0,0,1,1,1,1,1,1,NIG090,26,2,2,621, ,621, ,7,1.44105386733394
NIG0375,1,5,625,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,9997, ,9997, ,9997,9997,9997,9997,9997,1,2,4,1,12/9/2014,10:20:00,24,621, ,2,4,4,4,4,4,0,0,0,0,0,7,1,1,0,0,0,4,4,2,4,4,1,1,4,4,4,2,2,4,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,3,1,2,3,2,3,1,3,2,0,1,0,0,0,1,1,1,1,ITS A LAW RULED BY CIVILIAN,FOR THE PEOPLE TO EXPRESS THEIR SPEECH IN VOTING, ,17,3,9996,3,3,1,4,3,4,2,1,2,2,4,4,4,4,4,4,2,1,3,0,1,0,2,2,2,1,9,1,2,1,0,0,2,1,3,2,0,3,2,2,2,2,2,2,0,3,2,2,3,2,1,1,1,2,2,1,1,2,1,2,1,1,2,3,2,0,7,7,2,0,7,7,7,7,7,7,7,7,7,7, ,1,1,1,1, ,3, ,12, ,3,0,1,1,1,1,2,9,1,6,2,3,2,3,1,3,4,4,3,3,2,3,4,3,3,3,3,3,3,3,3,0,0,0,0,0,3,2,4,1, ,0,7,7,7,7,7,3, ,17, ,3,3,1,3,7,2,2,1, ,1,9,9,9,9,9,1,1,1,1,1,1,1,1, ,1, ,1,5, ,12, ,3,4,4,1,1,1,3,3,3,2,1,3,2,3,621, ,1,2,5,5,4,1,5,1,638, ,1,1,1,1,4,4,1,1,3,2,7,3,7,2, ,3,638, ,3,638,1,10:58:00,38,2,1, ,1, ,4,1,5,0,0,0,0,0,0,1,1,1,1,1,1,NIG024,32,2,1,621, ,621, ,5,1.44105386733394
NIG0376,1,5,625,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1, ,3, ,9997,9997,9997,9997,9997,2,2,3,1,12/9/2014,12:00:00,25,632, ,2,3,3,4,4,4,0,0,0,1,0,7,1,1,1,3,1,4,2,3,0,3,2,1,3,3,4,1,2,3,0,0,0,0,8,3,1,0,0,0,0,0,0,0,0,2,2,2,3,3,3,3,3,2,0,0,0,1,0,4,1,1,1,GOVERNMENT OF THE PEOPLE BY THE PEOPLE, , ,2,9996,9996,1,3,3,5,3,4,5,5,5,3,1,2,4,3,3,9,5,0,1,1,1,1,1,3,2,1,2,1,2,2,2,1,3,2,2,2,2,2,1,2,2,1,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,2,2,3,3,2,3,1,3,1,3,1,4,3,9,9,9,7,7,1, ,9,9,9,20, ,23, ,3, ,3,1,0,2,3,3,3,4,1,3,4,2,3,1,3,3,3,2,3,3,3,2,3,3,2,2,2,3,3,3,3,1,2,2,1,2,4,3,3,2, ,9,0,0,0,0,0,7, ,5, ,2,2,3,3,1,2,2,3, ,1,1,3,5,5,3,9,9,9,9,2,2,9,1, ,1, ,2,5, ,9, ,5,5,5,1,1,1,3,2,2,2,3,3,9,3,631, ,2,5,2,3,1,3,4,1,638, ,1,1,1,1,4,4,3,3,4,1,1,7,5,1, ,4,638, ,0,9999,7,12:59:00,59,2,1, ,623, ,5,1,1,0,0,0,0,0,0,1,1,2,2,1,1,NIG095,27,2,2,632, ,631, ,5,1.44105386733394
NIG0377,2,5,625,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,9997, ,9997, ,9997,9997,9997,9997,9997,0,1,3,1,12/8/2014,9:30:00,24,621, ,1,3,1,3,4,2,2,2,3,3,3,3,3,2,2,1,2,3,4,1,3,3,1,0,3,4,3,1,4,2,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,7,7,2,9,3,3,3,9,9,9,9,9,9,2,2,5,1,A LAW RULED BY SPECIAL PEOPLE,BY THE GOVERNMENT, ,18,17,9996,2,2,1,3,1,2,1,4,3,2,2,1,2,4,4,2,1,0,9,1,0,0,1,1,3,2,0,1,3,1,2,0,3,3,1,2,0,2,9,9,9,9,1,9,9,2,3,2,2,2,1,2,2,2,3,2,0,0,0,2,1,9,9,2,2,9,2,0,3,9,9,9,9,9,9,9,7,7,7,1, ,1,9,9,13, ,3, ,22, ,3,1,1,9,1,1,9,9,6,1,9,9,2,2,2,2,1,3,2,3,3,2,9,9,9,9,2,3,4,1,1,0,0,1,4,3,2,3,4,5, ,0,7,7,7,7,7,4, ,13, ,2,2,2,2,1,2,2,0, ,9,3,4,3,9,4,9,9,9,9,9,9,9,3, ,1, ,2,3, ,6, ,5,2,9,1,1,1,3,3,3,3,3,3,3,3,621, ,9,5,5,5,1,1,4,1,621, ,1,1,0,1,4,2,1,2,3,1,0,1,3,9, ,4,621, ,2,621,7,10:18:00,48,1,1, ,623, ,5,1,4,0,0,0,0,0,0,1,1,1,1,1,1,NIG024,32,2,1,621, ,621, ,5,.942831209795373
NIG0378,2,5,625,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,9997, ,9997, ,9997,9997,9997,9997,9997,0,1,4,1,12/8/2014,9:00:00,42,638, ,2,2,4,3,3,3,2,1,0,0,3,3,0,2,2,1,1,4,4,3,3,3,1,1,4,4,4,1,1,4,2,1,2,1,1,3,1,0,1,9,0,0,0,1,1,1,2,1,3,2,3,2,3,3,2,1,2,0,2,1,1,1,1,GOVERNMENT OF THE PEOPLE AND FOR THE PEOPLE, , ,2,9996,9996,1,4,4,4,1,3,1,1,1,4,2,2,5,5,5,1,1,1,3,1,0,1,2,1,2,1,9,9,3,9,0,2,2,2,3,3,0,3,2,1,2,1,3,0,0,3,1,1,2,1,1,2,2,2,3,2,2,2,1,2,2,2,2,3,2,0,7,7,4,1,7,7,7,7,7,7,0,7,7,2, ,0,0,0,1, ,3, ,16, ,2,0,1,1,1,3,3,5,1,6,1,2,3,1,2,1,3,4,4,3,1,3,4,3,2,4,4,3,3,3,3,2,2,1,0,0,2,4,4,7, ,0,7,7,7,7,7,17, ,4, ,3,3,1,4,1,2,2,1, ,1,1,5,1,5,3,1,1,1,1,1,1,1,1, ,1, ,1,8, ,13, ,4,4,4,1,9,1,3,3,2,2,3,3,3,1,637, ,1,5,3,4,1,3,5,1,638, ,1,1,0,1,4,4,2,2,2,1,1,7,5,1, ,4,638, ,3,638,8,9:45:00,45,1,1, ,1, ,4,1,1,0,0,0,0,0,0,1,1,1,1,1,1,NIG090,26,2,2,621, ,621, ,7,.942831209795373
NIG0379,2,5,625,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,9997, ,9997, ,9997,9997,9997,9997,9997,2,1,1,1,12/8/2014,10:25:00,39,632, ,1,1,9,9,3,5,3,0,2,9,9,3,0,2,2,3,2,3,3,9,9,9,2,0,3,1,3,2,2,1,9,9,0,0,8,3,1,0,9,0,0,0,0,0,2,2,2,1,3,3,3,3,3,3,1,1,1,9,9,1,3,1,1,GOVERNMENT THAT IS WORKING TOGETHER IN PEACE, , ,4,9996,9996,2,2,4,3,3,4,2,1,2,1,3,3,4,5,4,1,4,1,2,1,1,1,3,2,2,0,1,2,3,3,3,2,4,3,1,1,0,1,3,2,1,2,1,1,2,2,2,2,2,2,0,1,1,1,2,2,1,1,0,1,2,2,1,3,1,1,1,2,3,2,4,3,2,2,4,1,0,7,7,1, ,2,2,2,19, ,24, ,13, ,3,1,1,2,1,2,1,4,1,4,1,2,3,3,2,2,3,2,2,2,3,2,2,2,1,1,3,2,2,2,3,0,0,3,1,1,2,3,5,6, ,9,0,0,0,0,0,13, ,11, ,2,3,3,4,7,9,9,5, ,9,2,4,3,9,5,1,0,0,2,1,2,1,2, ,1, ,2,3, ,10, ,2,2,5,1,1,1,3,2,2,2,2,3,3,2,631, ,9,5,3,4,3,1,1,0,9997, ,1,1,0,1,4,2,3,2,3,1,99,9,5,1, ,3,9999, ,9,9999,99,11:15:00,50,1,1, ,623, ,5,1,4,0,0,0,0,0,0,1,1,1,2,2,2,NIG024,32,2,1,621, ,621, ,5,.942831209795373
NIG0380,2,5,625,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,9997, ,9997, ,9997,9997,9997,9997,9997,2,1,6,1,12/8/2014,13:15:00,36,627, ,1,4,1,2,9,2,1,2,2,1,9,2,2,0,3,2,2,1,3,3,1,1,2,1,2,1,2,5,3,5,9,9,9,9,9,1,0,0,0,0,0,0,0,0,2,0,2,2,3,3,2,3,3,2,3,0,0,9,0,2,3,3,1,AN ORGANISATION,GOVERNMENT,FOR PEACE,19,17,4,9,3,2,2,9,3,9,9,5,5,9,9,1,3,3,9,9,9,9,9,9,9,9,9,9,0,0,0,0,0,0,3,2,9,9,9,9,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,1,7,7,2,9,7,7,7,7,7,7,9,9,7,7,7,4, ,9,9,9,4, ,14, ,23, ,9,9,9,9,9,9,9,9,1,4,6,3,3,2,9,2,2,9,3,3,3,3,3,3,1,2,3,2,2,2,9,0,1,2,2,2,3,4,4,6, ,9,0,0,1,0,0,5, ,13, ,3,3,5,3,1,9,9,9999, ,9,2,4,3,9,5,9,9,9,9,9,9,9,9, ,2, ,2,3, ,9, ,4,9,5,1,1,1,3,2,3,3,3,3,3,9,626, ,9,5,3,4,3,1,2,1,9998, ,1,1,1,1,4,2,2,1,3,0,3,7,4,5, ,3,9999, ,9,9999,8,13:53:00,38,1,1, ,623, ,5,1,2,0,0,1,1,1,0,1,1,1,1,1,1,NIG024,32,2,1,621, ,621, ,5,.942831209795373
NIG0382,2,5,625,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1, ,3, ,9997,9997,9997,9997,9997,0,2,4,2,12/8/2014,11:40:00,22,632, ,1,4,3,3,3,3,0,0,0,2,1,4,1,2,1,3,1,4,2,3,1,3,1,1,3,3,4,1,2,1,0,0,0,0,8,4,1,0,0,0,1,1,0,1,0,2,2,2,3,2,3,3,2,2,0,0,0,1,0,4,1,1,1,GOVERNMENT EFFECTIVENESS, , ,8,9996,9996,1,3,5,5,9,5,1,5,1,4,2,3,5,3,3,1,1,0,1,0,1,1,2,3,2,1,1,3,1,1,1,2,2,1,2,1,1,3,2,2,2,1,1,2,2,2,2,1,1,3,1,1,3,3,3,3,3,3,3,3,3,3,3,4,2,1,3,1,4,2,2,1,2,2,9,9,9,7,7,2, ,9,9,9,3, ,8, ,20, ,3,9,1,2,3,3,9,3,1,4,4,2,3,1,2,3,3,3,3,3,3,3,2,3,2,2,3,2,3,3,3,1,1,1,1,1,4,3,4,1, ,9,0,0,0,0,0,12, ,5, ,3,2,1,1,1,2,1,3, ,3,1,1,5,5,4,9,9,9,9,9,1,9,1, ,5, ,1,5, ,9, ,1,4,4,1,9,9,3,2,2,2,3,3,9,3,631, ,1,5,3,3,1,3,4,1,638, ,1,1,1,1,4,3,3,3,4,1,1,7,5,17, ,4,638, ,4,638,7,12:38:00,58,2,1, ,623, ,5,1,4,0,0,0,1,0,0,1,1,1,1,1,1,NIG022,28,2,2,621, ,621, ,8,.942831209795373
NIG0383,2,5,625,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1, ,9997, ,9997,9997,9997,9997,9997,1,2,2,1,12/8/2014,10:05:00,29,632, ,2,4,3,4,3,4,1,0,0,1,1,7,0,0,1,0,0,4,4,3,3,3,1,1,2,4,4,1,2,4,1,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,7,7,3,3,2,2,3,3,0,0,0,0,0,1,2,1,1,IS A LAW CHANGING,BY THE PEOPLE, ,18,2,9996,3,4,1,4,4,4,2,2,2,2,4,4,4,4,4,4,1,1,1,3,1,1,1,2,1,1,0,1,1,1,0,0,3,1,0,0,0,3,3,2,2,2,3,2,0,2,1,0,3,2,1,1,1,1,2,1,1,1,1,1,1,1,1,3,7,7,7,7,3,0,7,7,7,7,7,7,7,7,7,0, ,1,1,0,3, ,16, ,11, ,3,-1,1,1,1,1,1,4,1,6,1,2,2,3,2,1,3,4,4,4,3,3,4,2,3,4,4,3,3,3,3,0,0,0,0,0,3,3,4,1, ,0,7,7,7,7,7,2, ,17, ,2,3,2,3,7,3,3,1, ,1,1,3,1,9,9,9,9,9,9,9,9,9,1, ,1, ,1,5, ,13, ,3,4,4,1,1,1,3,3,3,2,1,3,1,3,631, ,-1,5,3,3,1,3,3,1,638, ,1,1,0,1,4,4,1,1,2,2,99,7,8,32, ,4,638, ,2,638,7,11:28:00,83,2,1, ,1, ,4,1,2,0,0,0,0,0,0,1,1,1,1,1,1,NIG090,26,2,2,621, ,621, ,7,.942831209795373
NIG0384,2,5,625,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1, ,3, ,5,9997,9997,9997,9997,1,2,5,1,12/8/2014,12:15:00,22,621, ,1,1,5,2,2,2,3,1,2,3,3,9,1,2,2,0,2,3,3,9,3,3,1,0,3,2,3,1,5,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,1,1,2,1,3,3,3,2,0,9,0,0,0,4,2,3,1,GOVERNMENT RULES BY CIVILIANS, , ,2,9996,9996,3,5,1,1,5,4,4,5,5,5,9,0,1,1,2,2,9,2,1,0,9,0,1,9,9,0,2,2,3,0,2,2,3,1,1,2,0,2,2,3,1,1,1,0,0,1,1,1,1,9,2,2,2,2,3,2,2,2,2,2,2,2,2,1,3,0,9,9,3,2,7,7,7,7,7,7,-1,-1,-1,7, ,0,0,0,20, ,23, ,25, ,3,9,0,9,9,9,9,9,4,6,2,2,2,1,2,9,1,3,3,3,2,1,2,3,3,3,3,3,9,2,9,1,2,1,1,3,9,3,5,3, ,0,7,7,7,7,7,13, ,16, ,9,9,2,3,2,9,9,5, ,3,9,4,3,9,5,0,1,1,1,2,0,2,1, ,2, ,2,5, ,12, ,5,4,5,2,2,2,3,2,3,3,3,2,3,3,621, ,9,5,3,4,3,1,2,1,638, ,1,1,0,1,4,2,3,3,3,0,3,7,4,6, ,2,638, ,9,638,8,12:55:00,40,2,1, ,1, ,5,1,4,0,0,0,0,0,0,1,2,1,2,1,2,NIG024,32,2,1,621, ,621, ,5,.942831209795373
NIG0385,2,5,625,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1, ,9997, ,9997,9997,9997,9997,9997,2,1,6,1,12/10/2014,-1:00:00,23,632, ,1,3,3,4,4,4,0,0,0,0,0,7,1,1,1,3,1,4,3,3,2,1,2,1,3,3,4,1,2,4,0,0,0,0,8,3,1,0,0,0,0,0,0,0,0,2,2,2,3,3,3,3,3,2,0,0,0,1,0,4,1,1,1,GOVERNMENT OF THE PEOPLE AND BY THE PEOPLE,FOR PEACE AND UNITY, ,2,4,9996,1,1,1,2,4,2,4,1,2,2,1,2,4,3,3,9,5,0,1,9,1,1,1,3,2,1,2,1,2,2,2,1,3,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,1,0,1,1,2,2,2,2,2,2,1,1,1,2,2,3,3,2,3,1,3,1,3,1,4,3,9,9,9,7,7,1, ,0,0,0,23, ,20, ,22, ,9,1,9,2,3,3,3,4,1,3,4,2,3,1,3,3,3,3,2,3,3,3,2,3,2,2,2,3,3,3,3,1,2,1,2,2,4,3,3,3, ,9,0,0,0,0,0,2, ,18, ,9,9,1,1,9,2,2,5, ,9,9,9,9,9,9,9,9,9,9,2,2,9,1, ,1, ,2,5, ,9, ,2,1,5,1,1,1,3,3,2,2,3,3,3,3,631, ,2,5,2,1,3,3,4,9,9997, ,1,1,0,1,4,9,1,1,9,0,1,7,5,9998, ,9,9998, ,9,9999,99,-1:00:00,-1,1,1, ,1, ,4,2,1,0,0,0,0,0,0,1,1,1,1,1,1,NIG022,28,2,2,621, ,621, ,8,.994316873128909
